Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
15;Paraiba;Fagundes;;PR7CG;;145,330000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,459433;-35,779300;-3:00
15;Paraiba;Guarabira;;PR7GRG;;146,750000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-6,867100;-35,497600;-3:00
15;Paraiba;Gurinhem;;PR7CK;;147,150000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,187000;-35,406000;-3:00
15;Paraiba;Joao Pessoa;LABRE;PR7AAA;;147,000000;DUP+;0,600000;FM;TONE;67,0Hz;YES;Approximate;-7,115250;-34,861000;-3:00
15;Paraiba;Joao Pessoa;;PR7JPA;;147,300000;DUP+;0,600000;FM;TONE;110,9Hz;YES;Approximate;-7,115250;-34,861000;-3:00
15;Paraiba;Joao Pessoa;;PR7JPB;;439,500000;DUP-;5,000000;FM;TONE;110,9Hz;YES;Approximate;-7,115250;-34,861000;-3:00
15;Paraiba;Joao Pessoa;;PU7EAB;;145,500000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-7,115250;-34,861000;-3:00
15;Paraiba;Matureia;;PR7PIJ;;147,390000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,339000;-37,375000;-3:00
15;Paraiba;Monteiro;;PR7DA;;145,490000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-7,859167;-37,117667;-3:00
15;Paraiba;Santa Rita;;PR7SR;;145,230000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-7,114633;-34,982283;-3:00
15;Paraiba;Solanea;;PR7JAS;;146,910000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-6,757167;-35,654667;-3:00
16;Parana;Adrianopolis;;PY5TEP;;147,060000;DUP+;0,600000;FM;TONE;110,9Hz;YES;Approximate;-24,683300;-48,833300;-3:00
16;Parana;Alm. Tamandare;;PY5ART;;147,210000;DUP+;0,600000;FM;TONE;67,0Hz;YES;Approximate;-25,273667;-49,322333;-3:00
16;Parana;Apucarana;;PY5APU;;146,770000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,548583;-51,459167;-3:00
16;Parana;Campina Gd. do S;;PY5BBS;;439,650000;DUP-;5,000000;FM;TONE;110,9Hz;YES;Approximate;-25,241267;-48,829683;-3:00
16;Parana;Campina Gd. do S;;PY5CTV;;145,210000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,241267;-48,829683;-3:00
16;Parana;Campina Gd. do S;;PY5RCM;;145,490000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,306667;-49,052700;-3:00
16;Parana;Campo Largo;;PY5ETI;;146,970000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,452417;-49,634300;-3:00
16;Parana;Campo Magro;;PY5PRD;;147,090000;DUP+;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,383833;-49,361833;-3:00
16;Parana;Carambei;;PY5CBI;;146,810000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-24,911800;-50,108283;-3:00
16;Parana;Cascavel;;PY5CRC;;146,930000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-24,953717;-53,456233;-3:00
16;Parana;Colombo;;PY5COL;;146,670000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,292100;-49,225883;-3:00
16;Parana;Cornel. Procopio;;PY5CPR;;145,470000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,182183;-50,650817;-3:00
16;Parana;Curitiba;;PY5AZA;;439,500000;DUP-;5,000000;FM;TSQL;91,5Hz;YES;Approximate;-25,431583;-49,276100;-3:00
16;Parana;Curitiba;;PY5EHO;;147,390000;DUP+;0,600000;FM;TONE;123,0Hz;YES;Approximate;-25,392500;-49,240333;-3:00
16;Parana;Curitiba;;PY5FUS;;439,100000;DUP-;5,000000;FM;TSQL;110,9Hz;YES;Approximate;-25,431683;-49,276200;-3:00
16;Parana;Curitiba;;PY5GWR;;145,450000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,440000;-49,276683;-3:00
16;Parana;Curitiba;;PY5PRE;;147,090000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,440000;-49,276683;-3:00
16;Parana;Curitiba;;PY5STC;;147,000000;DUP+;0,600000;FM;TONE;82,5Hz;YES;Approximate;-25,440000;-49,276683;-3:00
16;Parana;Curitiba;;PY5TEL;;146,770000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,440000;-49,276683;-3:00
16;Parana;Dois Vizinhos;;PY5DVZ;;147,210000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-25,751867;-53,060583;-3:00
16;Parana;Foz do Iguacu;;PY5FGU;;439,200000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-25,490183;-54,544733;-3:00
16;Parana;Foz do Iguacu;;PY5GFR;;146,650000;DUP-;0,600000;FM;TONE;146,2Hz;YES;Approximate;-25,490183;-54,544733;-3:00
16;Parana;Guarapuava;;PY5ATP;;146,750000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-25,382517;-51,468067;-3:00
16;Parana;Guaratuba;;PY5GRU;;146,630000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,883800;-48,576167;-3:00
16;Parana;Guaratuba;;PY5HAM;;145,370000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,887333;-48,557667;-3:00
16;Parana;Guaratuba;;PY5RX;;439,550000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-25,883800;-48,576167;-3:00
16;Parana;Irati;;PY5KBS;;146,890000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,467683;-50,651100;-3:00
16;Parana;Jaguariaiva;;PY5RSV;;439,700000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-24,341833;-49,608500;-3:00
16;Parana;Londrina;;PY5LDN;;146,610000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,284683;-51,208883;-3:00
16;Parana;Mandaguari;;PY5MDG;;147,240000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,509433;-51,681383;-3:00
16;Parana;Mandaguari;;PY5UNO;;147,000000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,529433;-51,699717;-3:00
16;Parana;Maringa;;PY5MNG;;145,450000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,438600;-51,957217;-3:00
16;Parana;Morretes;;PY5MOR;;145,250000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,479000;-48,831683;-3:00
16;Parana;Ortigueira;;PY5RPB;;146,710000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,967033;-51,075650;-3:00
16;Parana;Palotina;;PY5PLT;;146,690000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-24,284033;-53,839217;-3:00
16;Parana;Paranavai;;PY5CRA;;147,090000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,085550;-52,459433;-3:00
16;Parana;Pirai do Sul;;PY5PGO;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-24,549600;-49,925300;-3:00
16;Parana;Ponta Grossa;;PY5PGR;;146,870000;DUP-;0,600000;FM;TONE;110,9Hz;YES;Approximate;-25,094900;-50,163100;-3:00
16;Parana;Ponta Grossa;;PY5PYY;;145,370000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,094900;-50,163100;-3:00
16;Parana;Ponta Grossa;;PY5VV;;146,910000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-25,094900;-50,163100;-3:00
16;Parana;Porto Uniao;;PU5AAA;;144,890000;DUP-;0,000000;FM;OFF;88,5Hz;YES;Approximate;-26,237100;-51,077883;-3:00
16;Parana;Ribeirao Claro;;PY5VET;;145,430000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,287900;-49,758700;-3:00
16;Parana;S Maria d'Oeste;;PY5DCG;;146,810000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-24,849033;-51,881883;-3:00
16;Parana;Toledo;;PY5GRT;;146,710000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-24,731517;-53,743067;-3:00
16;Parana;Umuarama;;PY5FAB;;147,210000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-23,762183;-53,329433;-3:00
16;Parana;Umuarama;UHF;PY5AMZ;;439,750000;DUP-;5,000000;FM;TONE;91,5Hz;YES;Approximate;-23,742167;-53,307500;-3:00
16;Parana;Umuarama;VHF;PY5AMZ;;146,650000;DUP-;0,600000;FM;TONE;91,5Hz;YES;Approximate;-23,742167;-53,307500;-3:00
17;Pernambuco;Barreiros;;PY7BMC;;146,970000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-8,809167;-35,189333;-3:00
17;Pernambuco;Caruaru;;PY7JJS;;147,060000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-8,247433;-35,907150;-3:00
17;Pernambuco;Garanhuns;;PY7GFF;;146,610000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-8,890633;-36,496600;-3:00
17;Pernambuco;Garanhuns;;PY7GR;;147,120000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-8,890633;-36,496600;-3:00
17;Pernambuco;Jab. Guararapes;;PY7DV;;439,675000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-8,112050;-35,015567;-3:00
17;Pernambuco;Jab. Guararapes;;PY7UHF;;439,750000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-7,991050;-34,854983;-3:00
17;Pernambuco;Joao Alfredo;;PY7CT;;146,630000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-7,841667;-35,589500;-3:00
17;Pernambuco;Macaparana;;PY7JMN;;147,240000;DUP+;0,600000;FM;TONE;100,0Hz;YES;Approximate;-7,529667;-35,461100;-3:00
17;Pernambuco;Olinda;;PY7SO;;147,210000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,991050;-34,854983;-3:00
17;Pernambuco;Recife;;PY7NJ;;439,650000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-8,055350;-34,872000;-3:00
17;Pernambuco;Riacho das Almas;;PY7DIG;;145,450000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-8,145533;-35,860900;-3:00
17;Pernambuco;Sao Caitano;;PY7CRC;;145,290000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-8,363900;-36,061367;-3:00
17;Pernambuco;S Lourenco dMata;;PY7AZ;;146,890000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-8,021500;-35,101167;-3:00
17;Pernambuco;Taquaritinga d N;;PY7AK;;439,950000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-7,834100;-36,099300;-3:00
17;Pernambuco;Taquaritinga d N;;PY7CPR;;146,710000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,834100;-36,099300;-3:00
17;Pernambuco;Taquaritinga d N;;PY7YY;;147,270000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,834100;-36,099300;-3:00
17;Pernambuco;Vertentes;;PY7AAA;;439,900000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-8,145533;-35,860900;-3:00
18;Piaui;Pedro II;;PS8FLP;;145,210000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-4,423883;-41,490283;-3:00
18;Piaui;Picos;;PS8PCM;;146,910000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-7,013333;-41,586667;-3:00
18;Piaui;Piripiri;;PS8GES;;145,390000;DUP-;0,600000;FM;TONE;123,0Hz;YES;Approximate;-4,273333;-41,777983;-3:00
18;Piaui;Teresina;ARPI;PS8MIT;;147,390000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-5,089350;-42,801600;-3:00
18;Piaui;Teresina;ARPI;PS8ZM;;439,175000;DUP-;5,000000;FM;TONE;123,0Hz;YES;Approximate;-5,089350;-42,801600;-3:00
18;Piaui;Teresina;LABRE;PS8TCV;;146,950000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-5,089350;-42,801600;-3:00
19;Rio de Janeiro;Angra dos Reis;;PY1JBW;;146,710000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-23,006883;-44,318500;-3:00
19;Rio de Janeiro;Angra dos Reis;;PY1WEM;;146,650000;DUP-;0,600000;FM;TONE;67,0Hz;YES;Approximate;-23,006883;-44,318500;-3:00
19;Rio de Janeiro;Barra do Pirai;;PY1LAM;;439,750000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-22,489717;-43,803050;-3:00
19;Rio de Janeiro;Barra do Pirai;;PY1LMC;;145,470000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,489717;-43,803050;-3:00
19;Rio de Janeiro;Barra Mansa;;PY1LAC;;146,750000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,519717;-44,183883;-3:00
19;Rio de Janeiro;Bom Jardim;;;;147,360000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,152067;-42,421783;-3:00
19;Rio de Janeiro;Carmo;;;;145,390000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,924200;-42,614700;-3:00
19;Rio de Janeiro;Casimiro d Abreu;;;;146,690000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,499067;-42,273200;-3:00
19;Rio de Janeiro;Casimiro d Abreu;;;;439,550000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-22,499067;-42,273200;-3:00
19;Rio de Janeiro;Cpos Goytacazes;;;;145,290000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,754600;-41,324183;-3:00
19;Rio de Janeiro;Cpos Goytacazes;;;;146,910000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,754600;-41,324183;-3:00
19;Rio de Janeiro;Cpos Goytacazes;;;;146,970000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-21,799983;-41,450000;-3:00
19;Rio de Janeiro;Cpos Goytacazes;;;;439,300000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-21,754600;-41,324183;-3:00
19;Rio de Janeiro;Cpos Goytacazes;;;;439,475000;DUP-;5,000000;FM;OFF;88,5Hz;YES;Approximate;-21,754600;-41,324183;-3:00
19;Rio de Janeiro;Guapimirim;;;;439,175000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-22,416133;-42,972033;-3:00
19;Rio de Janeiro;Juiz de Fora;;;;146,790000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,765300;-43,348700;-3:00
19;Rio de Janeiro;Juiz de Fora;;;;146,850000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,765300;-43,348700;-3:00
19;Rio de Janeiro;Juiz de Fora;;;;147,150000;DUP+;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,765300;-43,348700;-3:00
19;Rio de Janeiro;Leopoldina;;;;145,230000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-21,519500;-42,647483;-3:00
19;Rio de Janeiro;Macae;;;;146,650000;DUP-;0,600000;FM;OFF;88,5Hz;YES;Approximate;-22,371783;-41,785700;-3:00
19;Rio de Janeiro;Marica;;;;147,390000;DUP+;0,600000;FM;TONE;131,8Hz;YES;Approximate;-22,918167;-42,818500;-3:00
19;Rio de Janeiro;Medanha;;;;146,890000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-22,824000;-43,523333;-3:00
19;Rio de Janeiro;Miguel Pereira;;PY1MPM;;145,210000;DUP-;0,600000;FM;TONE;88,5Hz;YES;Approximate;-22,472000;-43,460600;-3:00
19;Rio de Janeiro;Nilopolis;;PY1NIL;;147,000000;DUP+;0,600000;FM;TONE;88,5Hz;YES;Approximate;-22,809833;-43,419383;-3:00
19;Rio de Janeiro;Niteroi;;;;439,900000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-22,880800;-43,103900;-3:00
19;Rio de Janeiro;Niteroi;;PY1ARF;;439,700000;DUP-;5,000000;FM;TONE;88,5Hz;YES;Approximate;-22,880800;-43,103900;-3:00
19;Rio de Janeiro;Niteroi;;PY1GRU;;439,775000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-22,973600;-43,043600;-3:00
19;Rio de Janeiro;Niteroi;;PY1GUN;;439,825000;DUP-;5,000000;FM;TONE;100,0Hz;YES;Approximate;-22,880683;-43,101333;-3:00
19;Rio de Janeiro;Niteroi;;PY1LJU;;146,850000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-22,880800;-43,103900;-3:00
19;Rio de Janeiro;Niteroi;;PY1NIT;;146,870000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-22,880800;-43,103900;-3:00
19;Rio de Janeiro;Niteroi;;PY1PKA;;146,690000;DUP-;0,600000;FM;TONE;100,0Hz;YES;Approximate;-22,880683;-43,101333;-3:00
